Subscriber_ID,Engagement_L7,Engagement_L30,Watch_Hours_Change,Titles_Viewed,Profiles_With_Engagement,Avg_Content_Completion_Rate,Playback_Failures_L30,Video_Start_Failure_L30,High_Rebuffering_L30
72d99ddd-12b5-4884-b5b7-2a8442878410,51,221,1.423,30,7,0.42,8,10,16
bbf375d1-728d-4c15-9a67-94297bc35dcd,51,223,-0.212,3,6,0.68,6,10,15
169c7ee3-8ced-45d8-beda-28b043dae404,51,211,0.638,30,8,0.37,7,0,7
fa8678f2-2938-4567-b009-8ff55174d806,51,223,0.006,5,4,0.79,0,19,10
545fe9ec-bc42-4b44-a5d0-61f485349902,51,205,-0.559,20,7,0.59,12,8,18
deee1961-12de-49dc-baac-4c1eb9ea01d6,51,210,0.448,5,2,0.21,9,8,10
f8e257a2-950c-48a8-8aec-2280077806e1,51,204,1.074,26,8,0.84,3,17,17
b7af4adc-0f99-4282-bfeb-8106636be847,51,213,1.568,27,2,0.95,16,13,20
0624d332-f5da-4548-8f62-3522aaa39906,51,205,-0.859,12,5,0.98,15,18,4
a504793d-21c9-4847-b12e-4fc4b3155f0e,51,208,0.373,21,2,0.22,1,12,2
d8e66c67-ada3-4db6-8689-21c3785736a5,51,219,-0.807,17,3,0.79,7,12,15
bbeeae9d-9c05-4c06-ae88-62d3524a78fd,51,213,1.721,22,4,0.85,4,12,5
079671c9-c36e-4f9e-b0dc-a4d06431a604,51,214,-0.891,13,4,0.33,3,20,13
9b49cdaa-3be3-4d05-9e6a-23cd4c681027,51,204,-0.837,7,6,0.1,11,3,3
f06a613e-6809-432c-8900-63375f0d30a2,51,207,0.49,1,6,0.38,12,20,7
0e69bc2a-85ab-4f85-8613-aca154815415,50,213,0.611,9,3,0.92,7,19,3
33c132c3-170e-4946-a096-682f0b9a05b6,50,211,0.472,18,1,0.8,2,6,20
178ca096-4f73-491d-808d-aa1fd14d2e43,50,218,-0.489,9,1,0.55,7,17,9
cdd48328-836d-47ec-8d44-d0725a99da03,50,220,1.155,14,3,0.98,15,13,19
ae91374b-5210-41ee-a15e-ca3901839913,50,214,0.93,21,3,0.32,19,2,15
651c47bb-092b-48de-89c3-9cd48ba0445d,50,204,0.23,7,6,0.88,13,12,12
d4af5b94-b092-4d2a-9b98-6e72d6fd8223,50,208,0.908,19,1,0.11,14,17,12
4f0536e9-4075-41a7-aff9-db4f819aa114,50,205,0.194,28,8,0.54,20,16,0
29a59664-dbdb-4707-9227-61894324a868,50,215,0.464,7,5,0.85,0,17,14
6d998906-dbdd-486d-92c2-3e4ba6773daa,50,214,1.672,6,3,0.01,12,19,10
9a1911d9-9ef8-48f3-9a43-ebb18e7eb8b1,50,203,0.545,6,8,0.19,16,4,16
1a56983a-f62a-4a07-990f-eb2caf93a319,50,208,1.952,29,5,0.78,0,19,18
0e6842aa-3be4-407d-af90-b7a7f919a75a,50,214,0.873,24,7,0.56,8,13,3
663836eb-fc49-4ab2-b49b-05ae317177a3,50,209,0.031,3,4,0.26,13,8,18
543c57f4-082d-410c-a0ef-ee01cdf4403b,50,205,-0.735,8,2,0.98,15,19,9
be7d4db6-f14f-4f43-b5ff-5f9c0674b486,50,216,-0.617,4,7,0.91,13,8,4
9ea72872-0c13-4124-b7bd-bd0d5d488928,50,220,0.149,22,6,0.14,8,6,7
fc8852cc-285f-4aa2-95df-23dfc82544d9,50,200,-0.921,9,8,0.43,20,5,3
cd9ae915-3c20-4978-ab9c-d84baee44a1b,50,202,0.137,3,6,0.01,4,0,9
43036158-cd72-4910-98d2-327193a11fbf,50,213,1.109,20,7,0.19,0,5,17
ffbdf3fb-6820-434c-8bf5-98ea099b5c09,50,207,0.553,10,7,0.48,4,9,1
c8a4ae04-ffd5-4090-aa69-28ff1e4141db,50,215,1.446,8,5,0.25,16,12,15
cf2534b2-0009-406e-b79f-27c6e6470e4d,50,205,-0.947,23,8,0.63,20,4,5
0ca4210f-5580-4526-b846-ec2feffa58cf,50,204,-0.218,4,4,0.63,3,4,1
47747425-db53-4460-9f49-611a4703740d,50,217,1.729,3,2,0.03,12,6,16
6aec88f1-e554-4919-9c4f-f50f4115e869,50,202,0.587,24,3,0.68,19,19,14
89b63419-90cf-4c12-b0d6-bbc37d9a00db,50,203,0.801,19,6,0.16,17,13,12
00754b7e-27be-4f3c-9a98-b078c75cb772,50,219,1.207,3,3,0.32,6,11,1
fba71bf9-0bf4-4809-b1fe-689bf593d8b5,50,209,0.495,13,5,0.69,7,16,16
b526889c-7b5b-4bc6-829e-4b8a8c8b67e3,50,218,-0.279,15,8,0.17,9,4,18
0813c385-fb5b-45cb-8c0f-2e5b14c9be7f,50,219,0.638,4,7,0.77,12,17,18
c3434ca7-0f9a-483a-8595-bc0ce412f226,50,208,0.969,13,1,0.76,6,4,14
79e27cf1-af25-4d33-b8fa-3d9724eabe63,50,200,-0.593,14,3,0.15,10,6,13
0d7e05a0-4dfc-4b49-9307-01db6820f140,50,205,1.192,18,8,0.52,18,2,18
7f021a06-1c19-4ecd-8fb8-d24abface390,50,213,0.687,26,8,0.73,3,1,5
bac18508-122d-4c5a-a5e5-a8ea56a0ba4b,50,208,-0.097,6,7,0.58,1,16,5
9a2703de-80b1-47e4-bea4-47a5e8721a5a,50,206,0.628,14,4,0.56,12,6,20
b6d4ecc8-7a32-4f39-a6d6-145d96cd24d9,50,212,0.203,24,5,0.41,3,13,11
2509f76a-c7bf-45c7-93cc-aa65a737b312,50,202,-0.853,27,3,0.08,14,7,5
71b7da72-5f7b-4158-98cb-d5c01812c7a4,50,200,1.343,17,3,0.82,15,20,3
2b66d161-69d0-4bfe-bd53-3476d95bf511,50,217,-0.434,7,7,0.25,1,1,18
2dede112-c1cf-4681-a951-ea31fbc80bb8,50,205,-0.472,5,5,0.3,20,1,17
f406b0bc-5dc4-4cd8-9247-5d872625cd6c,50,202,0.392,6,6,0.13,18,10,20
7dc0c8a4-5da6-4114-b772-e9f2960f5169,50,217,0.371,7,1,0.95,5,16,12
ef059378-5b87-48de-ac16-1b72e0c24dde,50,216,1.866,21,4,0.94,17,3,2
66767475-9bd8-4861-8b41-f1cd18b9c81f,50,200,-0.098,20,6,0.44,18,20,7
8750deb3-0395-4776-8296-92fd3540232e,50,202,-0.334,4,3,0.98,6,5,16
1a63da83-093d-4af2-9469-183bf6dc3372,50,213,-0.142,15,2,0.7,6,13,12
3458880b-c484-43a4-a79a-9ab9f529f76c,50,205,1.168,10,2,0.04,1,4,17
fda98e82-a86c-4c2d-9b0b-94994327fc6c,50,200,-0.976,13,5,0.57,2,20,13
8e41ad5a-154d-4c3c-944b-657e6a4d44a5,49,211,-0.951,29,6,0.64,16,19,17
01271210-bff6-498e-a52a-7756b4ef876e,49,216,1.022,16,2,0.24,8,20,15
1dfd07a8-1daf-4e00-8025-1418bb424f6a,49,199,-0.776,12,8,0.77,14,7,1
423e2f15-5231-42c5-b8f0-1727c04d313d,49,199,0.972,29,7,0.07,15,12,12
3d7e469f-d4fc-4e14-8356-cba97dcb73e4,49,205,-0.631,12,5,0.89,8,14,13
3d62c1bb-d715-40b2-b5d7-9bf75e573cc3,49,200,0.803,22,5,0.22,17,7,20
c1d17851-b561-47da-b960-5a9642e2aee8,49,205,0.3,27,2,0.2,14,11,2
6aeb32af-3ab6-4adc-8124-8b80f7b817ce,49,198,1.564,10,2,0.68,4,1,9
0e93e8da-a569-4d25-8da3-8b7686bfa050,49,213,-0.77,29,3,0.64,9,10,17
457160e8-f32e-4d58-a560-32cf0c8c9397,49,212,-0.026,1,1,0.92,11,18,10
1cc6b58a-3a8a-4683-a455-219c0bff37ec,49,204,1.798,11,4,0.43,14,2,9
8f9ba0c7-ba52-4de1-8cfa-6b803e98174e,49,200,-0.691,11,3,0.13,17,18,3
5213fa6e-18cf-407c-a2b0-465ce77829ac,49,207,-0.993,19,2,0.18,6,2,18
81aa617e-4a67-4272-bd11-9687cf7eada5,49,199,-0.201,23,5,0.07,11,8,3
95ad97ac-243f-44fe-b6e2-46673b3d10b5,49,211,0.063,7,8,0.2,9,17,6
935b737e-1eae-4f11-9d7f-81b4875c0f6f,49,199,-0.766,25,1,0.13,4,19,16
1598a757-a655-4496-9486-801ca45fc740,49,215,1.908,16,1,0.75,1,7,5
909eab7b-5568-4fc0-bd1f-384c6bb67b49,49,210,-0.127,6,6,0.7,8,8,6
c7a9bce4-8813-496d-9f39-ddc42c820c57,49,216,0.983,30,4,0.88,11,7,11
e9cdf3c3-f70c-4d51-906a-74fe82385046,49,201,1.961,20,1,0.96,7,3,6
9e1787cc-99d5-4235-948c-1dc807477398,49,215,0.18,14,4,0.35,7,20,17
9eff1ec6-57fd-4c92-a54f-9f1c8a6209d4,49,209,0.683,4,7,0.78,13,5,17
8e6d7365-41bb-43cb-be5b-401945ab762d,49,206,-0.239,14,6,0.13,12,0,6
b759d6f4-3019-4376-8598-3086a25d7dea,49,206,0.033,27,7,0.46,7,1,10
e9dfd85a-81df-4a60-b58c-06101d7a0b63,49,208,1.893,2,1,0.44,4,9,2
2b64c141-30f7-4a5b-b5a0-e4d1c60eb809,49,196,-0.678,29,5,0.2,9,9,19
ebaed356-303b-4ab0-be28-1e0d40a4c046,49,214,0.726,27,6,0.54,9,3,20
1f34bbda-f523-4f2b-8b7a-cfba753cb9bd,49,212,1.948,27,8,0.07,11,17,12
1043baa6-15a6-4579-a559-53817cf52c25,49,216,-0.881,9,6,0.23,16,16,8
55bdd7e3-a0d3-4ee6-a678-4d4c3a8de51a,49,215,0.517,6,3,0.23,2,13,17
32f9204b-9ad2-4a31-946a-c1ff2d7b965a,49,212,0.968,3,6,0.41,5,19,5
498cff97-c386-4ba3-a657-b0809c534b35,49,199,-0.315,26,1,0.23,10,4,16
1d095e20-277d-46be-820c-f65a5e60b89e,49,215,-0.441,20,6,0.93,18,6,0
39e9742a-8c76-41fc-a6ce-7de7ff1d76b1,49,198,0.912,12,1,0.21,18,13,17
58c073a8-3c1d-4955-8711-d23f6e7dbfc5,49,206,0.332,22,7,0.55,14,18,15
77451fce-8c6b-47fa-9b1d-8010d761eea2,49,213,0.493,18,6,0.03,6,0,18
7fafd8c0-b25a-40d7-819d-04b34e7a1152,49,207,0.197,13,4,0.04,12,9,9
e2cc3a54-d764-41f0-a5a9-592a2883c983,49,214,-0.839,21,8,0.38,0,6,0
febb8715-2f1b-4795-9163-698b6af0d46f,49,208,1.123,20,3,0.43,11,13,13
14c92d7c-6da4-45cb-97f3-27d0bdce5f4f,49,208,0.391,2,6,0.02,8,13,3
257c7deb-b39b-4ae4-b4a7-5749b6db9a50,49,196,1.033,20,3,0.43,0,13,13
aa16b765-588d-479f-9391-5deb7942036c,49,201,1.293,21,5,0.81,10,7,2
e2dcffd1-53d3-47f2-bd21-112eee4accdf,49,208,-0.158,3,2,0.44,7,18,18
8abf631e-5c62-4366-8f31-924e2facf0ab,49,209,-0.682,16,3,0.31,9,4,16
1c65929b-59ea-4ea0-9610-b4d53c75154e,49,201,0.122,16,4,0.34,0,5,2
e84a4e4d-6b91-44f5-8f5d-78c959b0fb71,49,200,1.694,16,6,0.41,18,2,3
7c5060c2-7414-40e6-b5b2-52f38838731c,49,203,-0.997,29,7,0.37,16,6,10
ca98aa82-2946-4088-8fbd-759fb38e0aab,49,211,-0.42,25,5,0.01,8,12,14
4c40bf7c-bdd6-4133-8ffb-9105069ba66c,49,211,1.855,11,3,0.27,16,13,10
7e73e110-88ef-4bb5-8024-2149502579a3,49,207,-0.671,20,5,0.35,2,3,19
0e200fbb-a8c9-4404-9889-a60750d72eb6,49,215,0.927,25,4,0.28,14,13,20
64b85c70-ead3-4fac-b88e-51776653ddad,49,206,1.428,15,2,0.74,14,7,9
af8d39a2-84ac-4775-8365-a6958a74e0cb,49,202,-0.765,2,3,0.75,1,1,9
c0da44d4-d1de-4bea-8d87-fabaf7b8e530,49,200,0.676,6,1,0.75,12,6,14
0caaa5a6-395f-4492-a8d5-78ae1243d52a,49,196,0.187,17,1,0.43,19,3,9
fc346309-8e82-4d92-aa34-369b78c62aa1,49,211,1.769,30,5,0.81,1,12,16
4c9ba090-27ff-4a4f-b2ff-edb25c9f7a88,49,216,1.432,30,5,0.72,13,18,6
c296d603-4608-4a1a-af8a-cf2e805cd2a5,49,198,0.894,29,8,0.41,11,6,20
01c0e510-99f0-4ac8-a766-ec04d7d14ad9,49,216,1.901,21,6,0.45,11,10,0
5926c246-838a-4588-ac1f-73b30899383b,49,206,1.141,21,3,0.23,5,19,8
383c8a27-06f3-4f26-881a-563fe7a4c76d,49,206,0.527,11,6,0.69,0,0,15
cf9f8a38-3368-4db1-ad5d-36bc8d37aff6,49,206,-0.564,17,5,0.68,9,13,0
a70ff4a1-2c6d-416b-83f7-70261b471992,48,198,1.964,20,2,0.72,13,16,14
c4fb81e1-e6eb-47aa-bdba-4fb7c1a1520a,48,205,1.046,29,3,0.27,3,12,9
417cea14-1907-423f-943c-71bf70d18021,48,196,1.909,7,1,1,17,8,20
b5d55615-3b53-4b5c-aa44-7391ac9fa2fd,48,207,0.589,26,2,0.45,2,1,6
dca8d91f-eb3b-4059-a924-0fa47cf53f5d,48,209,0.699,5,3,0.29,8,4,1
c1b3cd3d-1006-4119-8032-158fc4c899f9,48,206,0.603,6,8,0.51,3,18,20
c2330a10-9d13-489f-ba11-65c013e31ae6,48,198,0.625,17,4,0.64,2,17,0
9fb251e9-9e30-4e60-896a-0bb866aeb4bc,48,211,-0.514,4,5,0.39,13,7,8
9c8868e7-4d99-48d8-9d6d-47a627c9ed73,48,199,0.206,23,7,0.97,3,20,7
0f254f56-d6af-4592-ba97-64e5c21dded2,48,195,-0.271,6,5,0.34,3,3,14
ecacf6c4-78be-4e76-9a67-44e3db67f92f,48,205,0.181,22,1,0.63,2,7,18
e556449b-2395-405f-a507-d232c9871431,48,199,1.617,24,8,0.39,12,20,12
1c7c5fa5-5c5d-40c3-8d39-2afc89ece014,48,203,-0.921,7,4,0.59,18,11,12
7ec634fa-828f-456a-a9c9-6e1a4a43a8f3,48,206,1.952,22,1,0.72,1,9,6
3129bbdb-f283-44ee-bde4-4f3e66e36af5,48,208,0.467,30,4,0.19,10,12,13
288a3d27-1b35-498d-8f1b-70451e6827d6,48,194,-0.648,1,8,0.16,8,4,6
ed8572d0-aa64-4747-a257-910cfd961f76,48,197,0.315,5,2,0.54,11,4,11
99db1293-39ca-4eee-964f-382b4f0608e6,48,193,0.166,1,6,0.65,7,0,14
e7578d68-23ea-497b-8a68-3af40019de11,48,198,-0.023,30,4,0.59,14,9,14
d10384d0-9f84-4262-aa7b-4b3f4cd67b1f,48,199,0.105,1,5,0.92,20,0,12
a1645ed8-a071-4b16-8006-c08667b57097,48,204,0.685,24,3,0.1,16,15,5
25cd29c7-3d48-4ee2-95b9-88674823ef59,48,204,-0.744,4,5,0.58,16,11,17
2bfae759-f032-4c46-b37f-fb1624324af0,48,197,1.263,8,2,0.5,5,0,6
11f7b894-e77a-4b5f-8939-7e91728b68ff,48,197,1.401,9,7,0.39,6,0,2
f6963f24-116d-4c95-b729-2d687441f423,48,205,0.434,1,3,0.2,15,1,0
1ccb13ad-d452-4f3a-bbcb-24828be5a1b9,48,207,1.765,23,3,0.94,15,12,9
e5881a93-ea02-46f0-8ff5-41e1a9e854f2,48,206,-0.529,27,6,0.03,13,7,12
59723ef5-ab97-43e8-977a-a6b4e81d56c3,48,202,1.982,16,2,0.46,0,4,1
48eb4d34-5632-4cba-bdef-975d21508526,48,210,0.158,4,7,0.53,18,15,1
4f30ab27-3d97-4766-a65e-d04691c9b3d2,48,197,1.155,21,1,0.1,12,8,9
cc661b30-9776-4122-9162-71d852214ad2,48,199,1.419,17,2,0.01,18,20,5
37b170fd-1cd5-496c-bbed-14126ba7d623,48,207,-0.505,17,2,0.61,18,7,6
1090eca9-e5f9-4184-81e6-fd332c728f01,48,196,-0.635,21,4,0.1,13,4,0
2932a368-b9b4-46cd-9aba-c3a0c94379fd,48,195,-0.643,21,2,0.67,13,13,1
fb79b81c-43f3-4564-a04c-181598a5f6a9,48,198,-0.995,2,6,0.21,16,19,17
ffa837fa-d8eb-41c8-968d-b1939f9173d2,48,212,-0.061,8,6,0.77,7,15,17
ef03d659-4422-44c6-b0dc-2d43329992f4,48,212,-0.61,26,8,0.92,0,10,18
1a4a4bb6-1f17-4b06-98cf-950ab9cc3e30,48,206,-0.35,5,4,0.25,14,2,6
1be9b6fc-02d4-4630-8b0b-1f21e0ba9eb0,48,200,-0.263,29,5,0.59,19,18,2
625748be-53f0-4f91-b729-cb3d2fb808ea,48,200,1.504,22,1,0.83,10,15,3
471ef848-5559-4957-bd54-718ab659e353,48,200,1.104,4,6,0.95,1,5,11
ab319c7f-2e5e-4474-be4d-713da8e08611,48,206,-0.241,20,6,0.1,9,18,8
fc193077-4323-4d3a-aa5d-10ad11ad5c0c,48,207,1.393,30,6,0.51,4,2,20
541049de-85b2-492d-8043-c8cd1ada38f6,48,199,-0.644,8,4,0.42,3,18,2
062fb639-3c9e-4fc9-8975-fa1279adf8b6,48,194,-0.781,7,4,0.59,3,20,2
a9cb6cdd-b3b6-4e6f-be97-eeb965940ea1,48,195,1.867,30,8,0.88,6,5,2
24803140-a96c-49db-a4b6-61d06a2e6a5d,48,207,0.392,11,3,0.66,15,14,19
90dbb4a2-9b53-4f9f-90a1-5ba5d5449ffb,48,197,0.233,21,3,0.96,2,4,20
c6d4a766-b872-428e-a55d-00931f8be853,48,212,1.321,12,8,0.28,18,16,6
e934ebe3-9df2-49de-be1c-2196a3c53966,48,199,-0.682,17,7,0.16,15,0,3
30e32f62-f881-4116-9c66-3534b5988377,48,195,1.109,4,8,0.05,0,7,7
fa1108d2-0509-4ebb-b346-95707d3ab379,48,210,-0.029,28,7,0.22,17,9,11
c25c75ff-b3fc-4eef-84a2-65f7f7c32e23,48,208,1.751,24,1,0.34,4,4,2
cd80c696-7cf2-4fb5-85a2-445115f254be,48,210,1.52,6,3,0.74,10,19,7
1792b809-b557-40e3-a748-0a3c3448210c,48,193,0.914,11,5,0.14,20,16,13
0ede65b2-bbaf-4a17-8e46-11a95ae4bc25,48,202,0.619,3,1,0.53,20,16,16
774265b2-6f61-4edd-a06b-ded92cbd60e7,48,207,0.307,5,1,0.93,8,19,9
ec191255-e0e0-48e5-8dbc-3b17761df535,48,200,0.028,29,5,0.79,3,15,4
0136a999-1f63-4d6f-bc76-5f6b6b72da6f,47,192,0.122,20,7,0.65,15,13,0
055b9707-020c-4cca-8b5a-42a6600f54d9,47,207,-0.62,19,8,0.26,8,5,16
9f75817a-8896-4479-b7af-07a9f81e01c8,47,208,1.464,25,1,0.84,7,6,5
ea3da49f-6097-45da-8014-f0390cf69dec,47,191,-0.173,14,3,0.87,20,12,12
cdb3e0ba-7310-4c34-8393-ffc82536a602,47,189,-0.883,13,7,0.69,16,0,12
43b1f495-68ff-484a-9e3a-642c1bf8f95c,47,198,1.151,18,7,0.97,15,19,10
7350c1f3-1516-4731-b6b1-189b64ea5753,47,197,1.027,20,6,0.37,16,11,3
7922403f-87d5-42cd-80e4-2c2d02dd2e6c,47,202,-0.431,30,8,0.17,9,16,3
28b56d34-786f-4a98-b225-ae4caa2a3b92,47,191,1.123,7,2,0.98,20,16,14
a6880fcf-f531-4e14-9a41-65ad37b5a52a,47,191,1.344,18,5,0.94,10,16,5
bbc0ecdb-2aa0-4cc1-9aed-144063c4f8f3,47,201,1.798,25,4,0.44,13,10,11
73907628-6122-4b7e-a942-3781a88cf81b,47,202,1.582,18,3,0.6,1,3,6
564aaac8-2edb-443d-9677-adb5b2902862,47,201,1.372,12,6,0.87,20,8,0
18138d66-74e1-4647-837c-692a79b7892f,47,206,-0.872,6,1,0.87,17,13,15
9697a581-7dc8-419b-a496-315bd6479335,47,188,-0.994,28,2,0.04,3,0,2
ed2101a8-206b-4be7-b84b-da4f181e6a61,47,191,0.418,4,1,1,4,1,11
f29f511c-ab39-4f84-8e31-be997d362702,47,192,1.858,11,1,0.29,20,1,20
5a82ef53-42ad-41b4-a0ba-507cd89d3136,47,190,1.466,21,7,0.13,13,4,15
3b2b691b-1cb7-4166-b95c-83cef5b81500,47,190,1.389,2,3,0.47,0,16,17
f2deff12-37dc-4737-a250-7e8d6c4016a8,47,206,-0.735,10,1,0.94,11,1,3
e8646149-80a2-424d-a1be-a1a551cb6eca,47,191,1.118,23,8,0.71,9,20,7
eb202483-16e7-49af-997c-8045b744bfbb,47,207,-0.169,9,6,0.12,11,17,17
8f434115-5821-4df8-9c07-f6e1a7e9334d,47,188,1.44,21,2,0.39,4,16,5
2bd318cb-f309-4ac6-964c-d1fc973d3c25,47,207,-0.224,4,1,0.33,0,8,19
4b59f0b2-57e0-4e03-a7a6-3fd8d8de1640,47,189,1.931,17,7,0.21,18,6,13
def49b7f-c829-4f61-b3fa-d49b3d6e944a,47,192,1.832,13,4,0.3,16,3,13
b5e3a87f-776b-42bd-bde5-6271bf622ee9,47,191,-0.115,23,7,0.13,4,3,11
623c3eee-4e17-4384-b605-89d7ed913b6c,47,200,0.839,13,1,0.31,11,9,6
ba6b41bb-ed80-472c-8c22-7f1fddb57fef,47,203,0.366,8,3,0.06,17,4,7
386977f7-c0da-4144-8c51-f781bf524c27,47,198,-0.375,6,5,0.08,0,4,17
af4fbe3d-3a78-4072-a5e8-cfc0e80ead74,47,204,1.847,24,1,0.36,10,12,4
9580b0b7-a960-4761-a7a0-79e80bed3064,47,193,-0.786,19,2,0.76,16,7,13
d52ce1e7-4973-4a97-8e3e-7d9ec3aa5f49,47,192,0.064,13,7,0.49,2,4,10
25f2c088-f94b-4120-8e15-080effb35271,47,206,1.06,19,1,0.23,16,9,10
777fc9a1-e8f8-4622-9bc2-d2a269d07f63,47,195,1.551,9,5,0.64,16,8,18
ce3e321e-f658-4b7d-ba9c-3a4feec9a0f9,47,197,0.886,24,5,0.92,19,3,13
4c2f94c9-ebd5-46dd-82b3-55a32299263c,47,207,1.104,22,3,0.19,8,19,9
9fb09040-9e36-4d46-8b55-094695000d50,47,193,-0.29,8,2,0.16,11,10,19
88e90f63-25a1-4fc7-846e-305520cbd4a4,47,201,-0.701,19,5,0,3,2,11
e2e3aa49-fe82-4c70-8097-e2c1e8ef70a7,47,207,-0.196,11,4,0.55,17,10,14
a7199534-61cd-4788-9e1a-7e60b85c47c3,47,194,0.066,20,2,0.22,4,9,4
81a6b346-548f-41ad-bbe4-08d7148ea1ef,47,203,0.193,11,5,0.45,17,15,20
41f06dca-7bd9-458c-b5cc-212326f0ab1b,47,194,-0.511,16,6,0.49,11,7,17
aee7408a-4405-4d21-a09c-e08188f3704f,47,192,1.505,25,4,0.89,1,1,7
4e81c873-d962-4c58-9c39-6f93b4863ad4,47,192,-0.263,19,3,0.12,12,10,11
f5982c49-e402-4028-a1a7-6639b8d276c0,47,191,-0.839,17,8,0.94,20,0,8
5334e158-2a57-4e07-b8d6-62f9cc2579d7,47,192,1.595,11,7,0.39,20,15,9
d52d1817-e13f-4044-b095-e1d915ea845c,47,198,1.937,13,3,0.39,4,12,7
bfcc14af-d520-4add-b28c-7f8e7aaa4a88,47,195,1.386,19,7,0.73,14,14,20
d1423826-b27c-471d-b4b8-a7c8d6f12aaa,47,203,-0.228,14,2,0.85,0,1,17
02fca945-b6db-4372-bea8-8cc0ac5235ae,47,207,1.863,17,7,0.91,0,8,13
936324d0-e0bc-41f3-8b3c-80aab914f56d,47,189,0.739,30,6,0.66,19,3,3
eb499256-d51f-4406-8252-45968d4e4a2d,47,208,-0.829,23,8,0.96,20,17,20
38f35220-dd43-4234-8846-2dc93fd07e68,46,195,-0.892,11,1,0.77,16,4,10
9132d2b5-57d2-4c44-b841-bb6a17391d98,46,187,-0.043,15,8,0.82,19,7,0
6adc46c9-694f-429f-a9bb-7ef03ac9cbeb,46,196,0.255,4,5,0.66,7,12,2
70bd112c-f31f-45a8-a2de-c47a613eafc4,46,185,-0.402,27,2,0.21,20,15,5
708a8991-9f4a-4a77-961a-cb66bee86166,46,188,-0.466,13,1,0.42,9,16,13
0c9f4fb4-f652-4bd0-bcc5-116a55137a98,46,187,0.503,29,8,0.37,3,19,17
2ef852c4-9e73-4b26-88d4-8c1dfc0e68a7,46,184,0.521,28,5,0.84,9,12,19
b6ebec74-83cc-4a29-9697-deb4b8363dd6,46,192,-0.916,19,4,0.16,20,16,9
08609450-ad83-4e50-8194-bbd31f2a3881,46,193,0.8,15,6,0.38,16,4,12
4677c02d-c477-45f9-aaab-d8376a452867,46,202,-0.459,27,2,0.48,19,18,8
0992062a-df16-4937-bf3e-9147c2d6033c,46,189,-0.971,8,6,0.45,0,8,11
227fc12b-70e7-4d63-b75b-84a8e71eac41,46,195,1.499,10,4,0.56,15,12,14
89bfa6c7-7526-4588-aba5-8dfb34244c03,46,192,-0.903,14,3,0.04,8,15,12
2d4334a3-354f-44bc-9acc-6682d57cb828,46,201,-0.072,11,6,0.43,16,6,14
64b5040c-ffcf-4c7b-a83c-4f79468d1f66,46,200,-0.058,4,4,0.91,5,16,6
776633af-6784-4fc7-a717-e85947fa747d,46,194,0.86,30,7,0.19,1,1,9
bf418173-8d72-4e6f-95f5-0ad7961c9726,46,193,0.037,26,5,0.12,18,14,1
4e0cf72d-15d3-45c6-9828-251b63a07a60,46,196,-0.702,27,6,0.55,0,14,11
2f270692-f738-47cc-8ab9-ab85c85cb561,46,195,1.466,8,1,0.16,9,7,17
5c661dee-bd93-497d-a85d-635adff4033c,46,197,0.203,28,1,0.69,0,19,10
4b990e27-16b6-450e-9ea2-8ee9ef4d5588,46,192,-0.269,10,2,0.99,12,19,20
f9f3832c-8e9a-4ac4-9411-6bed749f5ffe,46,204,0.314,21,4,0.66,13,11,19
b9e1ddee-5f0c-4638-9327-39c4af097515,46,189,-0.843,27,1,0.18,0,0,15
e55a8e84-7889-48f6-b1f9-ec3607a8129e,46,200,0.102,11,3,0.85,5,4,12
eefbb576-00bb-467d-95dd-716d890f0f60,46,197,1.791,15,2,0.55,7,7,3
7cb919dd-5fa4-48bf-b3d4-fbcf5b99b519,46,185,1.799,9,4,0.57,10,11,5
4a5d1244-1071-4d77-b8ee-7b32e6f227b5,46,194,-0.908,28,2,0.03,13,11,0
c6885289-7fea-402a-8b22-3edfd5b42079,46,201,-0.592,30,1,0.71,3,7,15
9a263c1e-4b91-4343-8cad-8e2364226f2a,46,184,1.976,16,3,0.23,6,0,7
90aed27a-ecc4-4ca9-9555-d724729ae7db,46,186,0.007,25,5,0.46,8,3,14
006d9882-a64b-42b4-bdec-c73f4fa5783d,46,185,-0.732,10,6,0.23,20,14,8
9d1525d1-b658-46a6-b10b-1386205c1abd,46,194,0.923,13,1,0.91,20,20,1
dcf87195-ee4f-41d8-84b7-7b18553ba7e7,46,196,0.758,3,7,0.98,5,5,0
4c4e1f11-2d37-400a-9111-7cc5e69b7d42,46,190,0.677,25,6,0.73,4,15,6
e91b0967-8779-4a7e-91cc-be90c77041f5,46,191,0.146,20,5,0.77,11,19,5
fc2acc67-b2b5-4a8c-a978-32b0f4f7ad9a,46,188,0.937,17,2,0.22,14,7,7
13d102a4-b93f-4150-81a2-307612c1b6b4,46,184,0.035,15,6,0.27,8,0,11
e78200b3-6b9a-4411-a495-9be3f2146061,46,185,-0.38,9,2,0.28,20,6,14
6f5250fc-e2af-45c8-b79b-3183c2d2fea3,46,194,-0.453,10,7,0.9,19,7,3
77906fe1-793c-4276-b6ca-e209fbc4a77e,46,202,1.329,11,1,0.19,7,16,1
13151430-79c7-432c-8132-8f962c914be0,46,187,1.621,11,3,0.88,19,11,2
34605f22-024d-45ae-8c1f-27174be8ec9b,46,204,-0.458,2,2,0.98,4,2,3
67f6a77b-47c6-4d0f-82c1-cbf358e1ec24,46,195,-0.023,16,7,0.34,12,20,9
